,podium
5797,18
5798,5
5799,4
5800,15
5801,3
5802,17
5803,7
5804,2
5805,6
5806,8
5807,9
5808,11
5809,13
5810,20
5811,16
5812,22
5813,14
5814,10
5815,1
5816,11
5817,3
5818,2
5819,20
5820,6
5821,5
5822,19
5823,14
5824,21
5825,4
5826,12
5827,8
5828,17
5829,15
5830,18
5831,7
5832,9
5833,13
5834,10
5835,22
5836,16
5837,4
5838,1
5839,2
5840,20
5841,9
5842,18
5843,8
5844,14
5845,11
5846,3
5847,19
5848,7
5849,17
5850,5
5851,21
5852,6
5853,22
5854,15
5855,16
5856,10
5857,13
5858,12
5859,5
5860,8
5861,1
5862,2
5863,16
5864,18
5865,3
5866,7
5867,13
5868,19
5869,4
5870,21
5871,9
5872,15
5873,6
5874,22
5875,10
5876,12
5877,11
5878,14
5879,17
5880,20
5881,2
5882,3
5883,4
5884,5
5885,9
5886,1
5887,7
5888,16
5889,6
5890,8
5891,13
5892,17
5893,19
5894,15
5895,11
5896,10
5897,22
5898,12
5899,18
5900,20
5901,21
5902,14
5903,1
5904,21
5905,15
5906,3
5907,14
5908,16
5909,7
5910,19
5911,6
5912,2
5913,5
5914,8
5915,9
5916,4
5917,20
5918,17
5919,13
5920,10
5921,11
5922,12
5923,18
5924,12
5925,1
5926,3
5927,21
5928,18
5929,14
5930,4
5931,22
5932,13
5933,2
5934,6
5935,15
5936,8
5937,16
5938,5
5939,7
5940,17
5941,19
5942,9
5943,10
5944,11
5945,20
5946,14
5947,1
5948,3
5949,4
5950,8
5951,2
5952,5
5953,6
5954,7
5955,17
5956,10
5957,20
5958,9
5959,21
5960,18
5961,12
5962,11
5963,19
5964,15
5965,13
5966,16
5967,3
5968,18
5969,6
5970,19
5971,1
5972,2
5973,5
5974,4
5975,7
5976,13
5977,9
5978,21
5979,22
5980,8
5981,10
5982,20
5983,11
5984,14
5985,17
5986,15
5987,12
5988,16
5989,16
5990,18
5991,8
5992,5
5993,2
5994,1
5995,4
5996,3
5997,20
5998,11
5999,19
6000,14
6001,22
6002,12
6003,17
6004,21
6005,7
6006,6
6007,9
6008,15
6009,10
6010,13
6011,1
6012,18
6013,13
6014,2
6015,15
6016,5
6017,21
6018,3
6019,7
6020,20
6021,4
6022,6
6023,19
6024,17
6025,14
6026,12
6027,10
6028,16
6029,8
6030,9
6031,18
6032,2
6033,1
6034,14
6035,22
6036,3
6037,15
6038,4
6039,17
6040,11
6041,13
6042,10
6043,6
6044,21
6045,12
6046,5
6047,20
6048,19
6049,7
6050,16
6051,9
6052,8
6053,3
6054,1
6055,14
6056,2
6057,9
6058,4
6059,7
6060,17
6061,5
6062,6
6063,8
6064,15
6065,18
6066,11
6067,12
6068,10
6069,22
6070,13
6071,16
6072,21
6073,19
6074,20
6075,1
6076,4
6077,2
6078,3
6079,18
6080,14
6081,22
6082,17
6083,6
6084,5
6085,7
6086,15
6087,9
6088,16
6089,20
6090,8
6091,19
6092,10
6093,11
6094,12
6095,21
6096,13
6097,15
6098,1
6099,3
6100,7
6101,18
6102,11
6103,2
6104,20
6105,21
6106,5
6107,22
6108,12
6109,4
6110,17
6111,9
6112,14
6113,19
6114,6
6115,13
6116,16
6117,10
6118,8
6119,3
6120,18
6121,8
6122,19
6123,1
6124,5
6125,12
6126,7
6127,21
6128,9
6129,20
6130,15
6131,16
6132,2
6133,14
6134,4
6135,6
6136,13
6137,17
6138,10
6139,11
6140,22
6141,18
6142,22
6143,1
6144,2
6145,4
6146,5
6147,8
6148,3
6149,19
6150,14
6151,12
6152,6
6153,11
6154,9
6155,13
6156,17
6157,7
6158,10
6159,16
6160,21
6161,20
6162,15
6163,3
6164,2
6165,1
6166,4
6167,16
6168,14
6169,9
6170,22
6171,20
6172,5
6173,8
6174,12
6175,7
6176,19
6177,15
6178,6
6179,17
6180,10
6181,13
6182,21
6183,18
6184,11
6185,13
6186,3
6187,5
6188,2
6189,1
6190,20
6191,6
6192,17
6193,18
6194,19
6195,4
6196,21
6197,7
6198,14
6199,9
6200,22
6201,11
6202,15
6203,10
6204,12
6205,8
6206,16
6207,1
6208,3
6209,2
6210,19
6211,4
6212,6
6213,7
6214,5
6215,18
6216,11
6217,16
6218,21
6219,8
6220,10
6221,22
6222,9
6223,13
6224,12
6225,14
6226,15
6227,20
6228,17
6229,2
6230,1
6231,3
6232,6
6233,5
6234,4
6235,10
6236,8
6237,7
6238,20
6239,15
6240,12
6241,11
6242,19
6243,14
6244,9
6245,13
6246,21
6247,22
6248,18
6249,16
6250,17
6251,15
6252,1
6253,5
6254,7
6255,2
6256,3
6257,4
6258,6
6259,10
6260,11
6261,8
6262,16
6263,9
6264,19
6265,12
6266,20
6267,21
6268,17
6269,18
6270,22
6271,14
6272,13
6273,18
6274,16
6275,5
6276,4
6277,9
6278,13
6279,20
6280,10
6281,7
6282,2
6283,21
6284,14
6285,22
6286,1
6287,3
6288,17
6289,8
6290,19
6291,11
6292,6
6293,15
6294,12
6295,2
6296,1
6297,16
6298,3
6299,4
6300,5
6301,8
6302,17
6303,21
6304,12
6305,11
6306,20
6307,19
6308,6
6309,7
6310,10
6311,13
6312,22
6313,9
6314,14
6315,15
6316,18
6317,2
6318,1
6319,17
6320,4
6321,3
6322,20
6323,21
6324,7
6325,22
6326,5
6327,6
6328,9
6329,19
6330,8
6331,14
6332,10
6333,11
6334,12
6335,15
6336,18
6337,13
6338,16
6339,17
6340,19
6341,1
6342,2
6343,14
6344,15
6345,21
6346,4
6347,5
6348,10
6349,3
6350,20
6351,18
6352,7
6353,9
6354,6
6355,16
6356,8
6357,12
6358,22
6359,11
6360,13
6361,14
6362,11
6363,1
6364,15
6365,2
6366,16
6367,3
6368,9
6369,6
6370,17
6371,5
6372,4
6373,20
6374,7
6375,18
6376,8
6377,12
6378,13
6379,19
6380,10
6381,2
6382,1
6383,3
6384,4
6385,17
6386,22
6387,7
6388,15
6389,5
6390,8
6391,9
6392,6
6393,16
6394,12
6395,18
6396,14
6397,10
6398,20
6399,11
6400,13
6401,21
6402,19
6403,20
6404,17
6405,2
6406,1
6407,3
6408,5
6409,4
6410,22
6411,13
6412,16
6413,6
6414,7
6415,11
6416,12
6417,10
6418,19
6419,18
6420,8
6421,21
6422,9
6423,14
6424,15
6425,5
6426,1
6427,3
6428,2
6429,4
6430,19
6431,12
6432,6
6433,11
6434,17
6435,18
6436,7
6437,9
6438,13
6439,22
6440,8
6441,20
6442,10
6443,16
6444,14
6445,15
6446,3
6447,1
6448,2
6449,4
6450,18
6451,21
6452,5
6453,16
6454,15
6455,20
6456,10
6457,6
6458,17
6459,12
6460,7
6461,11
6462,9
6463,13
6464,19
6465,14
6466,8
6467,12
6468,15
6469,1
6470,10
6471,6
6472,2
6473,17
6474,3
6475,14
6476,4
6477,9
6478,20
6479,5
6480,21
6481,11
6482,22
6483,7
6484,8
6485,16
6486,13
6487,19
6488,18
6489,1
6490,7
6491,2
6492,4
6493,21
6494,15
6495,6
6496,8
6497,17
6498,3
6499,22
6500,14
6501,5
6502,9
6503,18
6504,13
6505,19
6506,11
6507,10
6508,16
6509,20
6510,12
6511,16
6512,1
6513,3
6514,2
6515,5
6516,13
6517,4
6518,7
6519,6
6520,8
6521,21
6522,10
6523,17
6524,9
6525,11
6526,12
6527,18
6528,14
6529,22
6530,20
6531,15
6532,19
6533,1
6534,2
6535,3
6536,20
6537,21
6538,13
6539,4
6540,22
6541,6
6542,18
6543,9
6544,17
6545,15
6546,10
6547,19
6548,7
6549,16
6550,5
6551,14
6552,8
6553,11
6554,12
6555,3
6556,21
6557,22
6558,2
6559,6
6560,9
6561,17
6562,20
6563,8
6564,10
6565,14
6566,15
6567,12
6568,7
6569,5
6570,4
6571,13
6572,1
6573,18
6574,19
6575,11
6576,16
6577,2
6578,3
6579,1
6580,5
6581,4
6582,6
6583,20
6584,9
6585,10
6586,8
6587,11
6588,7
6589,19
6590,22
6591,16
6592,12
6593,18
6594,14
6595,21
6596,13
6597,15
6598,17
6599,1
6600,22
6601,5
6602,2
6603,4
6604,3
6605,7
6606,6
6607,8
6608,18
6609,21
6610,10
6611,12
6612,20
6613,11
6614,16
6615,19
6616,9
6617,13
6618,15
6619,14
6620,17
6621,1
6622,17
6623,2
6624,14
6625,18
6626,19
6627,3
6628,20
6629,11
6630,21
6631,4
6632,15
6633,5
6634,22
6635,7
6636,8
6637,6
6638,16
6639,12
6640,13
6641,9
6642,10
6643,1
6644,5
6645,19
6646,2
6647,22
6648,21
6649,3
6650,4
6651,8
6652,15
6653,10
6654,6
6655,18
6656,20
6657,17
6658,9
6659,7
6660,16
6661,11
6662,13
6663,14
6664,12
6665,1
6666,2
6667,3
6668,4
6669,5
6670,17
6671,8
6672,20
6673,6
6674,7
6675,19
6676,14
6677,12
6678,22
6679,13
6680,18
6681,21
6682,9
6683,10
6684,11
6685,16
6686,15
6687,1
6688,4
6689,2
6690,3
6691,7
6692,5
6693,6
6694,16
6695,12
6696,19
6697,15
6698,14
6699,9
6700,20
6701,10
6702,18
6703,8
6704,11
6705,21
6706,22
6707,17
6708,13
6709,1
6710,3
6711,17
6712,5
6713,18
6714,2
6715,16
6716,19
6717,7
6718,4
6719,15
6720,11
6721,6
6722,9
6723,10
6724,14
6725,13
6726,21
6727,12
6728,22
6729,8
6730,20
6731,1
6732,2
6733,5
6734,6
6735,8
6736,19
6737,16
6738,3
6739,4
6740,21
6741,17
6742,20
6743,9
6744,22
6745,10
6746,15
6747,11
6748,7
6749,12
6750,14
6751,13
6752,2
6753,13
6754,22
6755,16
6756,1
6757,21
6758,5
6759,11
6760,3
6761,12
6762,4
6763,7
6764,15
6765,18
6766,8
6767,20
6768,17
6769,6
6770,19
6771,10
6772,14
6773,9
6774,2
6775,4
6776,1
6777,19
6778,5
6779,3
6780,14
6781,8
6782,6
6783,20
6784,17
6785,7
6786,15
6787,9
6788,11
6789,10
6790,21
6791,22
6792,16
6793,18
6794,12
6795,13
6796,1
6797,9
6798,5
6799,17
6800,19
6801,4
6802,3
6803,22
6804,8
6805,6
6806,7
6807,2
6808,18
6809,11
6810,10
6811,20
6812,12
6813,13
6814,14
6815,21
6816,15
6817,16
6818,2
6819,14
6820,19
6821,3
6822,18
6823,9
6824,1
6825,21
6826,4
6827,5
6828,22
6829,8
6830,7
6831,13
6832,17
6833,6
6834,11
6835,15
6836,20
6837,10
6838,12
6839,16
6840,5
6841,1
6842,19
6843,2
6844,11
6845,3
6846,21
6847,16
6848,4
6849,15
6850,6
6851,20
6852,14
6853,18
6854,10
6855,22
6856,7
6857,13
6858,8
6859,9
6860,17
6861,12
6862,2
6863,1
6864,12
6865,11
6866,17
6867,13
6868,4
6869,3
6870,14
6871,16
6872,20
6873,7
6874,10
6875,6
6876,21
6877,5
6878,15
6879,22
6880,8
6881,18
6882,9
6883,1
6884,4
6885,2
6886,5
6887,3
6888,6
6889,19
6890,18
6891,10
6892,17
6893,9
6894,7
6895,21
6896,15
6897,11
6898,8
6899,12
6900,20
6901,16
6902,13
6903,14
6904,22
6905,2
6906,1
6907,4
6908,22
6909,5
6910,19
6911,8
6912,3
6913,6
6914,21
6915,9
6916,18
6917,7
6918,14
6919,10
6920,11
6921,16
6922,13
6923,12
6924,20
6925,17
6926,15
6927,2
6928,1
6929,19
6930,20
6931,7
6932,3
6933,5
6934,4
6935,6
6936,17
6937,21
6938,8
6939,12
6940,11
6941,9
6942,18
6943,10
6944,15
6945,13
6946,14
6947,16
6948,14
6949,1
6950,19
6951,15
6952,12
6953,2
6954,21
6955,17
6956,22
6957,11
6958,18
6959,3
6960,7
6961,6
6962,20
6963,16
6964,4
6965,5
6966,8
6967,9
6968,10
6969,13
6970,1
6971,3
6972,2
6973,4
6974,17
6975,5
6976,6
6977,8
6978,7
6979,9
6980,16
6981,10
6982,11
6983,22
6984,13
6985,14
6986,19
6987,18
6988,21
6989,20
6990,12
6991,15
6992,16
6993,7
6994,1
6995,9
6996,5
6997,8
6998,4
6999,3
7000,2
7001,17
7002,11
7003,19
7004,6
7005,18
7006,15
7007,14
7008,20
7009,21
7010,10
7011,22
7012,12
7013,13
7014,1
7015,2
7016,4
7017,3
7018,22
7019,20
7020,18
7021,11
7022,7
7023,5
7024,21
7025,16
7026,19
7027,10
7028,6
7029,8
7030,9
7031,14
7032,17
7033,12
7034,13
7035,15
7036,2
7037,20
7038,18
7039,1
7040,15
7041,6
7042,3
7043,4
7044,7
7045,9
7046,22
7047,8
7048,11
7049,5
7050,10
7051,12
7052,21
7053,16
7054,13
7055,17
7056,14
7057,19
7058,1
7059,2
7060,6
7061,5
7062,4
7063,17
7064,3
7065,8
7066,7
7067,9
7068,22
7069,21
7070,20
7071,10
7072,12
7073,18
7074,13
7075,11
7076,19
7077,14
7078,15
7079,16
7080,15
7081,1
7082,16
7083,9
7084,3
7085,2
7086,14
7087,17
7088,18
7089,19
7090,20
7091,21
7092,10
7093,6
7094,11
7095,22
7096,12
7097,5
7098,4
7099,8
7100,7
7101,13
7102,3
7103,2
7104,14
7105,1
7106,18
7107,20
7108,5
7109,4
7110,13
7111,12
7112,11
7113,22
7114,8
7115,6
7116,9
7117,19
7118,10
7119,21
7120,7
7121,16
7122,15
7123,17
7124,5
7125,1
7126,2
7127,3
7128,12
7129,15
7130,4
7131,21
7132,14
7133,6
7134,8
7135,16
7136,7
7137,22
7138,10
7139,17
7140,18
7141,19
7142,9
7143,11
7144,20
7145,13
7146,1
7147,2
7148,3
7149,4
7150,14
7151,6
7152,10
7153,9
7154,5
7155,7
7156,8
7157,15
7158,18
7159,20
7160,19
7161,17
7162,21
7163,13
7164,11
7165,12
7166,1
7167,20
7168,11
7169,2
7170,18
7171,12
7172,3
7173,4
7174,10
7175,6
7176,5
7177,17
7178,13
7179,15
7180,7
7181,19
7182,9
7183,16
7184,8
7185,2
7186,4
7187,1
7188,3
7189,16
7190,20
7191,19
7192,6
7193,18
7194,8
7195,11
7196,21
7197,7
7198,9
7199,5
7200,13
7201,10
7202,17
7203,22
7204,15
7205,12
7206,14
7207,17
7208,1
7209,2
7210,3
7211,7
7212,19
7213,4
7214,16
7215,13
7216,22
7217,5
7218,6
7219,14
7220,18
7221,8
7222,21
7223,10
7224,15
7225,9
7226,11
7227,12
7228,20
7229,16
7230,1
7231,3
7232,7
7233,4
7234,5
7235,12
7236,2
7237,22
7238,6
7239,8
7240,9
7241,15
7242,18
7243,10
7244,20
7245,21
7246,19
7247,13
7248,17
7249,11
7250,14
7251,20
7252,4
7253,2
7254,1
7255,21
7256,3
7257,8
7258,5
7259,7
7260,17
7261,6
7262,9
7263,14
7264,16
7265,13
7266,10
7267,19
7268,22
7269,12
7270,15
7271,11
7272,18
7273,3
7274,2
7275,1
7276,8
7277,14
7278,10
7279,15
7280,19
7281,4
7282,6
7283,9
7284,12
7285,5
7286,13
7287,21
7288,18
7289,7
7290,16
7291,17
7292,20
7293,11
7294,4
7295,1
7296,19
7297,2
7298,5
7299,3
7300,6
7301,13
7302,12
7303,7
7304,17
7305,14
7306,16
7307,18
7308,9
7309,15
7310,11
7311,8
7312,10
7313,1
7314,3
7315,4
7316,2
7317,11
7318,10
7319,14
7320,15
7321,5
7322,6
7323,16
7324,8
7325,17
7326,7
7327,20
7328,12
7329,18
7330,13
7331,9
7332,21
7333,19
7334,1
7335,2
7336,3
7337,11
7338,6
7339,8
7340,7
7341,9
7342,18
7343,5
7344,4
7345,12
7346,20
7347,10
7348,13
7349,19
7350,15
7351,14
7352,16
7353,17
7354,1
7355,16
7356,2
7357,5
7358,3
7359,4
7360,17
7361,6
7362,7
7363,19
7364,14
7365,8
7366,9
7367,13
7368,12
7369,11
7370,15
7371,10
7372,20
7373,18
7374,14
7375,2
7376,20
7377,1
7378,3
7379,15
7380,7
7381,18
7382,9
7383,11
7384,4
7385,8
7386,19
7387,17
7388,10
7389,6
7390,5
7391,12
7392,16
7393,13
7394,2
7395,1
7396,3
7397,4
7398,16
7399,17
7400,6
7401,5
7402,7
7403,9
7404,13
7405,12
7406,10
7407,8
7408,11
7409,15
7410,20
7411,19
7412,14
7413,18
7414,1
7415,2
7416,18
7417,3
7418,11
7419,4
7420,5
7421,13
7422,15
7423,6
7424,14
7425,7
7426,8
7427,9
7428,19
7429,17
7430,12
7431,20
7432,10
7433,4
7434,20
7435,2
7436,6
7437,14
7438,9
7439,15
7440,10
7441,8
7442,7
7443,1
7444,5
7445,12
7446,17
7447,3
7448,18
7449,19
7450,13
7451,3
7452,5
7453,6
7454,18
7455,2
7456,8
7457,1
7458,12
7459,7
7460,17
7461,11
7462,20
7463,9
7464,19
7465,14
7466,16
7467,4
7468,13
7469,15
7470,10
7471,11
7472,4
7473,9
7474,2
7475,8
7476,7
7477,14
7478,1
7479,15
7480,3
7481,12
7482,20
7483,6
7484,5
7485,17
7486,18
7487,16
7488,10
7489,13
7490,19
7491,1
7492,4
7493,3
7494,7
7495,16
7496,2
7497,20
7498,6
7499,8
7500,9
7501,10
7502,5
7503,12
7504,11
7505,14
7506,13
7507,15
7508,19
7509,17
7510,1
7511,3
7512,2
7513,18
7514,9
7515,14
7516,5
7517,16
7518,4
7519,15
7520,17
7521,7
7522,6
7523,10
7524,8
7525,19
7526,13
7527,11
7528,12
7529,1
7530,2
7531,17
7532,15
7533,3
7534,8
7535,4
7536,9
7537,14
7538,6
7539,18
7540,12
7541,10
7542,5
7543,20
7544,11
7545,7
7546,13
7547,16
7548,4
7549,2
7550,1
7551,6
7552,3
7553,7
7554,8
7555,5
7556,17
7557,9
7558,14
7559,10
7560,18
7561,11
7562,19
7563,12
7564,13
7565,16
7566,15
7567,2
7568,3
7569,1
7570,4
7571,5
7572,7
7573,8
7574,16
7575,11
7576,20
7577,14
7578,15
7579,10
7580,19
7581,9
7582,17
7583,13
7584,12
7585,18
7586,20
7587,5
7588,1
7589,2
7590,3
7591,18
7592,19
7593,4
7594,15
7595,16
7596,6
7597,7
7598,12
7599,11
7600,9
7601,10
7602,17
7603,14
7604,13
7605,1
7606,2
7607,3
7608,4
7609,5
7610,17
7611,18
7612,7
7613,6
7614,8
7615,10
7616,9
7617,11
7618,20
7619,13
7620,12
7621,19
7622,15
7623,16
7624,14
7625,1
7626,6
7627,3
7628,9
7629,4
7630,7
7631,2
7632,18
7633,10
7634,20
7635,14
7636,5
7637,11
7638,12
7639,19
7640,17
7641,13
7642,16
7643,15
7644,1
7645,16
7646,18
7647,3
7648,19
7649,7
7650,5
7651,4
7652,6
7653,2
7654,11
7655,9
7656,13
7657,17
7658,10
7659,15
7660,8
7661,20
7662,14
7663,12
7664,1
7665,4
7666,6
7667,3
7668,19
7669,7
7670,2
7671,8
7672,5
7673,17
7674,9
7675,15
7676,18
7677,10
7678,11
7679,20
7680,14
7681,12
7682,16
7683,13
7684,1
7685,2
7686,3
7687,4
7688,5
7689,20
7690,17
7691,14
7692,15
7693,6
7694,7
7695,18
7696,10
7697,13
7698,19
7699,9
7700,16
7701,11
7702,12
7703,8
7704,2
7705,20
7706,17
7707,6
7708,19
7709,15
7710,1
7711,14
7712,9
7713,4
7714,16
7715,12
7716,5
7717,18
7718,3
7719,8
7720,7
7721,13
7722,10
7723,11
7724,1
7725,20
7726,7
7727,10
7728,18
7729,11
7730,3
7731,2
7732,4
7733,13
7734,9
7735,19
7736,6
7737,8
7738,14
7739,17
7740,15
7741,16
7742,1
7743,2
7744,5
7745,6
7746,3
7747,18
7748,9
7749,4
7750,7
7751,20
7752,15
7753,8
7754,12
7755,10
7756,16
7757,14
7758,19
7759,1
7760,20
7761,4
7762,2
7763,17
7764,3
7765,19
7766,5
7767,6
7768,9
7769,8
7770,11
7771,10
7772,12
7773,18
7774,14
7775,16
7776,13
7777,1
7778,2
7779,13
7780,7
7781,5
7782,3
7783,4
7784,9
7785,10
7786,18
7787,11
7788,14
7789,12
7790,8
7791,16
7792,6
7793,17
7794,15
7795,19
7796,2
7797,1
7798,3
7799,6
7800,7
7801,4
7802,16
7803,13
7804,5
7805,18
7806,12
7807,10
7808,11
7809,14
7810,20
7811,17
7812,19
7813,15
7814,1
7815,15
7816,5
7817,3
7818,2
7819,6
7820,17
7821,4
7822,12
7823,10
7824,13
7825,7
7826,11
7827,8
7828,18
7829,16
7830,9
7831,19
7832,14
7833,20
7834,1
7835,2
7836,12
7837,11
7838,13
7839,3
7840,17
7841,18
7842,4
7843,19
7844,16
7845,10
7846,8
7847,20
7848,6
7849,5
7850,7
7851,15
7852,9
7853,14
7854,1
7855,16
7856,4
7857,18
7858,3
7859,5
7860,2
7861,8
7862,19
7863,11
7864,20
7865,12
7866,10
7867,7
7868,13
7869,9
7870,15
7871,17
7872,3
7873,16
7874,18
7875,13
7876,1
7877,2
7878,5
7879,6
7880,9
7881,4
7882,19
7883,20
7884,15
7885,8
7886,7
7887,10
7888,2
7889,1
7890,3
7891,13
7892,11
7893,15
7894,6
7895,5
7896,16
7897,10
7898,14
7899,7
7900,17
7901,9
7902,18
7903,12
7904,19
7905,20
7906,8
7907,2
7908,1
7909,6
7910,5
7911,4
7912,8
7913,20
7914,10
7915,7
7916,3
7917,14
7918,9
7919,11
7920,15
7921,12
7922,13
7923,16
7924,17
7925,18
7926,19
7927,2
7928,3
7929,4
7930,1
7931,18
7932,7
7933,5
7934,11
7935,8
7936,9
7937,12
7938,13
7939,14
7940,17
7941,15
7942,10
7943,16
7944,19
7945,1
7946,5
7947,20
7948,4
7949,3
7950,11
7951,12
7952,8
7953,14
7954,7
7955,6
7956,10
7957,2
7958,9
7959,19
7960,13
7961,15
7962,18
7963,17
7964,16
7965,1
7966,2
7967,6
7968,5
7969,3
7970,7
7971,4
7972,8
7973,17
7974,20
7975,10
7976,9
7977,11
7978,13
7979,18
7980,12
7981,16
7982,15
7983,14
7984,9
7985,2
7986,16
7987,7
7988,5
7989,3
7990,17
7991,4
7992,8
7993,1
7994,12
7995,14
7996,6
7997,13
7998,18
7999,11
8000,19
8001,15
8002,20
8003,10
8004,1
8005,5
8006,2
8007,16
8008,4
8009,3
8010,19
8011,7
8012,10
8013,6
8014,11
8015,9
8016,20
8017,13
8018,8
8019,12
8020,17
8021,18
8022,15
8023,14
8024,1
8025,3
8026,2
8027,8
8028,18
8029,4
8030,7
8031,14
8032,9
8033,5
8034,10
8035,11
8036,19
8037,13
8038,20
8039,15
8040,6
8041,16
8042,1
8043,2
8044,20
8045,4
8046,3
8047,11
8048,8
8049,18
8050,10
8051,14
8052,5
8053,6
8054,7
8055,12
8056,19
8057,13
8058,15
8059,16
8060,3
8061,1
8062,2
8063,8
8064,20
8065,6
8066,5
8067,4
8068,12
8069,9
8070,18
8071,11
8072,10
8073,13
8074,14
8075,19
8076,15
8077,7
8078,17
8079,1
8080,9
8081,5
8082,13
8083,4
8084,7
8085,19
8086,11
8087,6
8088,8
8089,2
8090,15
8091,3
8092,16
8093,12
8094,17
8095,20
8096,18
8097,1
8098,2
8099,15
8100,16
8101,5
8102,9
8103,8
8104,6
8105,18
8106,3
8107,4
8108,14
8109,7
8110,10
8111,19
8112,17
8113,11
8114,12
8115,13
8116,20
8117,1
8118,17
8119,2
8120,16
8121,6
8122,4
8123,20
8124,5
8125,3
8126,18
8127,14
8128,7
8129,15
8130,8
8131,11
8132,10
8133,19
8134,13
8135,12
8136,9
8137,16
8138,1
8139,19
8140,7
8141,5
8142,20
8143,3
8144,6
8145,15
8146,9
8147,4
8148,18
8149,2
8150,11
8151,8
8152,12
8153,13
8154,10
8155,17
8156,14
8157,1
8158,6
8159,2
8160,4
8161,3
8162,5
8163,7
8164,15
8165,8
8166,11
8167,18
8168,14
8169,13
8170,16
8171,17
8172,9
8173,10
8174,12
8175,1
8176,4
8177,3
8178,12
8179,10
8180,2
8181,17
8182,7
8183,11
8184,8
8185,9
8186,15
8187,16
8188,14
8189,13
8190,18
8191,2
8192,11
8193,20
8194,8
8195,7
8196,1
8197,3
8198,19
8199,6
8200,5
8201,14
8202,4
8203,10
8204,9
8205,13
8206,12
8207,15
8208,18
8209,16
8210,17
8211,13
8212,2
8213,17
8214,18
8215,20
8216,15
8217,1
8218,9
8219,12
8220,6
8221,4
8222,7
8223,14
8224,5
8225,11
8226,8
8227,19
8228,10
8229,16
8230,7
8231,8
8232,9
8233,10
8234,1
8235,11
8236,2
8237,12
8238,13
8239,14
8240,15
8241,16
8242,17
8243,18
8244,19
8245,20
8246,3
8247,5
8248,4
8249,6
8250,1
8251,5
8252,3
8253,11
8254,9
8255,6
8256,4
8257,16
8258,19
8259,8
8260,7
8261,12
8262,2
8263,14
8264,10
8265,20
8266,15
8267,18
8268,13
8269,17
8270,2
8271,5
8272,1
8273,9
8274,7
8275,4
8276,16
8277,8
8278,6
8279,14
8280,11
8281,3
8282,13
8283,12
8284,15
8285,10
8286,20
8287,18
8288,19
8289,20
8290,3
8291,1
8292,4
8293,5
8294,19
8295,11
8296,12
8297,14
8298,9
8299,7
8300,6
8301,8
8302,15
8303,10
8304,13
8305,18
8306,17
8307,2
8308,17
8309,4
8310,1
8311,3
8312,11
8313,10
8314,5
8315,9
8316,8
8317,20
8318,6
8319,19
8320,14
8321,16
8322,7
8323,15
8324,12
8325,18
8326,1
8327,4
8328,2
8329,3
8330,6
8331,18
8332,20
8333,19
8334,12
8335,8
8336,10
8337,7
8338,5
8339,15
8340,16
8341,1
8342,2
8343,8
8344,16
8345,5
8346,10
8347,12
8348,3
8349,6
8350,15
8351,4
8352,11
8353,13
8354,14
8355,9
8356,7
8357,17
8358,18
8359,20
8360,19
8361,14
8362,1
8363,16
8364,2
8365,7
8366,18
8367,10
8368,3
8369,4
8370,19
8371,17
8372,5
8373,20
8374,6
8375,15
8376,9
8377,13
8378,12
8379,8
8380,11
8381,3
8382,1
8383,5
8384,7
8385,2
8386,9
8387,4
8388,11
8389,6
8390,8
8391,16
8392,17
8393,19
8394,20
8395,15
8396,14
8397,13
8398,8
8399,5
8400,2
8401,9
8402,20
8403,6
8404,4
8405,12
8406,11
8407,10
8408,15
8409,17
8410,16
8411,7
8412,14
8413,3
8414,1
8415,1
8416,4
8417,2
8418,8
8419,19
8420,20
8421,9
8422,12
8423,3
8424,7
8425,6
8426,15
8427,13
8428,5
8429,18
8430,10
8431,17
8432,16
8433,11
8434,14
8435,2
8436,9
8437,4
8438,1
8439,5
8440,15
8441,6
8442,8
8443,21
8444,12
8445,20
8446,7
8447,10
8448,16
8449,11
8450,13
8451,14
8452,22
8453,17
8454,18
8455,19
8456,1
8457,3
8458,21
8459,19
8460,4
8461,22
8462,2
8463,18
8464,9
8465,7
8466,15
8467,16
8468,11
8469,6
8470,12
8471,13
8472,14
8473,17
8474,20
8475,10
8476,10
8477,5
8478,1
8479,2
8480,14
8481,3
8482,18
8483,4
8484,17
8485,8
8486,16
8487,19
8488,21
8489,7
8490,11
8491,9
8492,6
8493,15
8494,12
8495,13
8496,1
8497,7
8498,10
8499,4
8500,2
8501,9
8502,3
8503,5
8504,21
8505,6
8506,8
8507,12
8508,11
8509,17
8510,13
8511,14
8512,19
8513,15
8514,16
8515,22
8516,18
8517,20
8518,2
8519,1
8520,3
8521,5
8522,4
8523,18
8524,9
8525,15
8526,8
8527,14
8528,6
8529,21
8530,10
8531,22
8532,19
8533,13
8534,11
8535,12
8536,20
8537,16
8538,17
8539,7
8540,1
8541,3
8542,2
8543,4
8544,7
8545,20
8546,10
8547,6
8548,5
8549,8
8550,9
8551,21
8552,11
8553,13
8554,15
8555,19
8556,16
8557,18
8558,17
8559,22
8560,12
8561,1
8562,21
8563,20
8564,2
8565,4
8566,17
8567,3
8568,19
8569,6
8570,8
8571,18
8572,10
8573,11
8574,14
8575,7
8576,12
8577,15
8578,13
8579,22
8580,16
8581,1
8582,3
8583,2
8584,5
8585,4
8586,10
8587,21
8588,6
8589,7
8590,8
8591,12
8592,9
8593,13
8594,14
8595,20
